Name,Brand,Description,Notes,Image URL,Scent
Capri Forget Me Not Parfum,Carthusia," ""Capri Forget me Not"" - In its name,  a promise: not to forget Capri,  the Capri of bygone days that inspires and cherishes the new Carthusia perfume. The recollection of the second ""Belle Epoque, "" at the end of the 60s,  during which elegance,  originality,  the forces of Nature,  lust,  musicality,  warmth and vitality made Capri then what it is still today - an island of great charm.The head note is defined by a dynamic and heady dash of the fresh lemon and orange orchards of the Blue Island where parties were held,  while the ripe earthiness of the wild fig tree makes up the marked heart note that recalls and envelops one in the wantonness of its ripe fruit,  with its soft consistency and fragrance. It all melds and dissolves into a sensual and secret evening repose...brought on by a vanilla finish.Don't forget Capri,  but don't let Capri forget you either: a hearty and original perfume for the someone who doesn't wish to pass unnoticed."," Lemon, orange, lime, mandarin, buchu, mint, fig, violet, eucalyptus, cyclamen, hyacinth, jasmine, davana, peach, vanilla.",https://static.luckyscent.com/images/products/52912.jpg?width=400&404=product.png, lemon
Intoxicated Eau de Parfum,By Kilian," No coffee tastes as good as it smells: but this sublime fragrance tantalizes the senses. Addicts crave a substance either as a prop against the harshness of life or to enhance its pleasures.INTOXICATED is emphatically the latter.Kilian Hennessy and Calice Becker conjure up the steam from an eggshell cup of rich viscous Turkish coffee laced with green cardamom in double strength - in oil and absolute - to glow as the opulent heart of the scent. Around this swells the warm spicy fragrance of hallucinogenic nutmeg & powdered cinnamon. At the base is the crystal sweetness of burnt caramelized sugar.Coffee so rich and strong it will hold a silver spoon upright. Coffee and scent both sensual and vigorous. Coffee as a stimulant, aphrodisiac and sleeping draught."," Cardamom, mocha coffee, cinnamon, tobacco, vanilla, patchouli",https://static.luckyscent.com/images/products/42555.jpg?width=400&404=product.png, cardamom
Blue Sapphire Eau de Parfum,Boadicea the Victorious," Inspired by the 65th wedding anniversary of Queen Elizabeth II and Prince Philip, as well as the enduring legacy of Britain's ancient Queen Boadicea, Blue Sapphire is a stunningly beautiful symbol of elegance and royalty. Beneath a gorgeous royal blue glass flacon embedded with a certified blue sapphire gemstone, Blue Sapphire presents an exuberant, joyous, and larger than life celebration of monarchy- meant for the kind of noble, beautiful queens that storybook princesses grow up to become. Top notes of lemon, orange and a green accord imbue the opening with an exhilarating, yet sophisticated allure that gives way to a luxurious heart of rose, cardamom, and Indian jasmine. A deep, sensuous base of oudh, patchouli and soft amber exudes majesty and elegance- like any true queen, Blue Sapphire wields her power with dignity.The mysterious beauty of the blue sapphire is said to capture the qualities of leadership, wisdom, harmony and trust that a good leader must possess. While we can't guarantee that Blue Sapphire will give you that kind of pedigree, it's impossible to wear this gem without feeling a bit more regal yourself."," Lemon, Orange, Green accord, Rose, Cardamom, Indian Jasmine, Oud, Patchouli, Amber",https://static.luckyscent.com/images/products/48529.jpg?width=400&404=product.png, lemon
Masculin Pluriel Eau de Toilette,Maison Francis Kurkdjian," A fougÃ¨re accord, the trademark of major men's classics, set off by the depth of lavender absolute from Provence and a soft leathery accord built on an architecture of Eastern red cedar, Indonesian patchouli and vetiver from Haiti.Masculin Pluriel is a beautiful creation composed of a multitude of facets, designed to evolve with freedom and sensuality, unbound from fleeting fashions. A challenge to time and a search for timelessness, the recognizable quality of major classics."," Lavender, cedar, patchouli, vetiver, leather and woody notes",https://static.luckyscent.com/images/products/49827.jpg?width=400&404=product.png, lavender
L'Orpheline Eau de Parfum - ...,Serge Lutens," Serge Lutens wants to explore the mysterious places between the moon and the earth through contrasting elements of black, white, silver, and plush cream. His new L'orpheline begins with the night sky, pitch black from smoky incense, then pierced by the silver light of the moon's sparkling aldehydes. Billowing clouds of myrrh add to the impression of crystal clear brightness, but they are also cool in the style of an Avignon incense fragrance. The incense and aldehydes swirl, dance, and weave their way down to earth where they settle on a pillow of cashmere woods and delicately spiced warmth. Very quickly, L'orpheline transforms itself into the most addictive blend of smoky, woody cream. Clean musk, amber, and a hint of spices dust the soft woods, but the fleecy softness outweighs them all. In its drydown, L'orpheline is like an angora blanket that hugs your skin with comforting, delicate coziness, giving you a gentle caress of meditative incense and pillow-soft creaminess. L'orpheline's transformation is complete. L'orpheline is an Haute Concentration eau de parfum, but its elegant softness make it one of Uncle Serge's more versatile creations. While it could easily be worn to work, we love to snuggle up to it after a long day at work. Its very serene drydown is a wonderful antidote to stress, or maybe we just really love creamy cashmere with incense."," Aldehydes,  cedar wood, Â fougere accord,  coumarin,  clouds of ambergris,  patchouli,  incense,  and Cashmeran",https://static.luckyscent.com/images/products/36146.jpg?width=400&404=product.png, aldehydes
Vetiver Veritas Eau de Parfum,HEELEY," Vetiver Veritas is the first scent in James Heeley's new collection of 100% Natural Eau de Parfum.Over a wild, majestic landscape ripened by a long summer's sun, whispers of golden grass conceal an unexpected surprise. The formula contains over 90% of Haitian vetiver of exceptional quality, using a base of organic alcohol made from rye and lavender. Vetiver Veritas contains 100 % natural ingredients, of which 72% are from organic origin.Vetiver Veritas inverts the olfactory pyramid, whereby typical notes of dry grass and clean earth, firstly punctuated of notes of fresh mint, will surprisingly develop into a note of fresh grapefruit. Unlike many 100% natural fragrances, Vetiver Veritas fulfills its promise of a remarkable ""sillage"" and a long lasting scent."," Lavender, mint, Haitian vetiver, and grapefruit.",https://static.luckyscent.com/images/products/31522.jpg?width=400&404=product.png, lavender
Musc Monoi Eau de Toilette,PARFUMS DE NICOLAI," A traditional Tahitian MonoÃ¯, made with handpicked tiare flowers infused for weeks into pure coconut oil, is a precious substance with countless uses: skin oil, moisturizer, perfume, pain reliever. To Patricia de NicolaÃ¯, it's the scent that perfectly represents the airy, playfully indulgent essence of summer, a fragrance profile forever linked in her memory to L'Oreal's iconic Ambre Solaire sunscreen. Musc MonoÃ¯ is de NicolaÃ¯'s ode to Ambre Solaire, to traditional MonoÃ¯, and to every carefree summer memory and sun-kissed beach between the two.Your very first sniff of Musc MonoÃ¯ will whisk you to the tropics: rich, sweet ylang ylang and bright, tart citrus energizes and then immediately relaxes, like the first burst of direct sunlight over a lush beachside garden. Magnolia, neroli and jasmine take turns adding to the bouquet, while a tasteful hint of calone suggests a salty ocean breeze, carrying a fresh breath of nature with each shift in the wind. As the musky coconut base fades in, it's as welcome and soothing as a mid-day nap on pillowy-soft white sand. This isn't the smell of sunscreen; it's the smell of you, wearing sunscreen, on the most impossibly beautiful beach in the world."," Neroli, lemon, petitgrain, ylang-ylang, jasmine, coconut, calone, magnolia, sandalwood, and musk.",https://static.luckyscent.com/images/products/31348.jpg?width=400&404=product.png, neroli
Precious Woods Eau de Parfum,April Aromatics," Precious woods was created after a journey to India. It mirrors the image of an Indian forest after a rain storm with its earthy, sweet, damp scent. Precious Woods is both uplifting and grounding, giving one the experience of walking through a grand, lush forest. The unique blend of wood notes in Precious Woods give it an ancient quality, recalling wisdoms and traditions of generations past.  The cistus and vetiver awaken a new generation of vibrant life, poking through the forest floor and aiming for the sun.Each 30ml bottle contains clear crystals."," Sandalwood, cedarwood, vetiver, buddha wood, cistus.",https://static.luckyscent.com/images/products/65801.jpg?width=400&404=product.png, sandalwood
Bohemian Spice Eau de Parfum,April Aromatics," Bohemian Spice changes its olfactory color like a chameleon. Layer by layer the perfume develops magically and shows amazing facets. Each stage is an experience on our travel through the bohemian world and reminds us of the times when famous painters, writers and musicians spent months and years in the Maghreb to get inspired. Wonderful landscapes, foreign cultures, vastness, light, shadow. A sunny smile with Sicilian Orange initiates a wonderful trip through a land of ease. From the opening exotic spices are mingling with the citrus fruit. In the heart, woodsy and oriental spices blended with incense from Oman and Lavender from the Highlands. Sandalwood and Vetiver dance to the music of a tambourine, wild and free. Patchouli gives the scent an immense power. A special, subtle gourmet Vanilla accord, brings a strong tenacity into the base and helps to carry top and middle notes along the journey. This accord is the secret of the rich and lush character of this amazing scent. Warm and calming like an embrace, Bohemian Spice feels like a mild but intense desert breeze and makes us dream of faraway lands."," Orange, sandalwood, patchouli, incense, vetiver, vanilla.",https://static.luckyscent.com/images/products/65805.jpg?width=400&404=product.png, orange
Nectar of Love Eau de Parfum,April Aromatics," A very sensual, deep and rich perfume oil containing the most precious absolutes gathered from all over the world. It is an exotic tapestry of fruit nectars and extracts of white Tuberose flowers, nightblooming Jasmine, Bulgarian Rose, Neroli from Tunisia, woven on a bed of Sandalwood. The souls of all the most exotic and decadent flowers come together as a powerful aphrodisiac with a mysterious and raw allure."," Tuberose, neroli, jasmin, rose, sandalwood, yuzu.",https://static.luckyscent.com/images/products/65806.jpg?width=400&404=product.png, tuberose
Calling all Angels Eau de Parfum,April Aromatics," Calling all Angels is rather dark and complex angelic scent, with a sweet incense/ honey-like note, implementing the elements of Earth, Ether and Air. It envelops you in a luscious cloud of ambered incense, grounded by a resinous warm beeswax depth, and balanced by soft woods and tonka bean.Made with love, inspired and guided by Angels. This scent was created by Tanja Bochnig in an effort to connect all dimensions and realms with each other, allowing our beloved friends to be very close to us and to help us.This scent is infused with clear crystal and Herkimer diamond. Bottled on a Full Moon. Each bottle contains 24 karat gold flakes.Calling All Angels was a winner in the Artisan category at the 2013 Art and Olfaction Awards."," Incense, labdanum, vanilla, honey, amber, precious woods, opoponax, elemi resin, tonka bean, benzoin, and frankincense.",https://static.luckyscent.com/images/products/65808.jpg?width=400&404=product.png, incense
Une Nuit Magnetique Eau de Parfum,The Different Company," Of Une Nuit Magnetique, perfumer Christina Nagel says ""I have created this perfume as a magnet that physically attracts. The materials I have chosen create contrast and affinity, in an olfactory magnetic field with amber wood at the core. Benzoin, patchouli and musk are melted in amber and attract heart flowers while prune holds them back in its sweetness. Ginger, blueberry and bergamot fuse and gravitate, tinting the scent of fresh, spicy and fruity facets.A dense Eau de Parfum, curled up in a warm, woody, amber and floral alcove. A bewitching olfactory whirl, a skin-deep sensuality to celebrate the mysteries of the night, this pleasant weightlessness where senses are awakened. This sensual sillage opens with the freshness of Ginger and mischievous Blueberry, to better let the carnal flowers appear (Jasmine, Rose and Tuberose), sustained by a luxurious amber and woody base."," Ginger, bergamot, blueberry, egyptian jasmine, turkish rose, tuberose, plum, benzoin, patchouli, amber, musk and woody notes.",https://static.luckyscent.com/images/products/25337.jpg?width=400&404=product.png, ginger
Tango Eau de Parfum,Masque Milano," As with all great stories, Tango immediately sets the stage: bergamot, black pepper and cardamom whisk us away to a sultry summer night in the Canary Islands, a party already in full swing. The music swells louder as you tip back another glass of local honey rum, heady, sweet and inebriating. You turn your head to catch the warm evening breeze, which carries the scent of night blooming jasmine mingled with the salty sweat of the revelers, and you catch the eye of a beautiful stranger. Another deep gulp of the rum, cool vanilla standing out against the rich, warm amber. You stand and offer your hand- you're not always this brave, but tonight, the rum and the rhythm will not be denied. And just as she smiles and rises to meet you, the music reaches crescendo, and the air seems to get even hotter. Tango is a deep amber fragrance, warm and sensual, spicy and indulgent, and more than a little bit wild. The perfect scent for your next island-hopping nighttime adventure- or to add a little heat to any night at all."," Amber, jasmine sambac, turkish rose, cumin, cardamom, cinnamon, tonka bean, benzoin, sandalwood, guaiac wood, cedar and melilotus.",https://static.luckyscent.com/images/products/64003.jpg?width=400&404=product.png, amber
Oeillet Louis XV Eau de Parfum,Oriza L. Legrand," Powdery and peppery, silky and spicy, Oeillet Louis XV soothes yet confuses with its paradoxes. Reminiscent of an ancient time, powder fades and gives way to spicy notes of clove. Oeillet Louis XV is homage to the beloved French King Louis XV who saw Oriza's birth and became its most illustrious customer. White carnation is at the heart of this fragrance and is the source of its dichotomy. A symbol of true love under the monarchy, the flower embodied the fire of the French Revolution. As a scent, white carnation is as intoxicating as the most subtle poison; a delicate blend of mandarin, monarchical iris and light wood chords, which cannot resist the violence of pepper and spicy clove. Pink carnation brings a note of bitterness, a symbol of Mary's sorrow.Legend has it that the flower sprang where Mary's tears fell as she saw Jesus carry the cross. Contrasts, olfactory and symbolic, best describeOeillet Louis XV, an elegant scent that never ceases to astonish.Bottle comes as a splash with an atomizer spray included in the box."," Pink pepper, mandarin, white carnation, carnation absolute, white orchid, iris, rose, spicy clove, rice powder, white musk, white honey, woody notes.",https://static.luckyscent.com/images/products/65215.jpg?width=400&404=product.png, pink pepper
Deja le Printemps Eau de Parfum,Oriza L. Legrand," A promenade in Nature, awakening after a long winter sleep. Beads of morning dew glisten on clovers and wild grass, which exhale fresh and green scents. The sun rises on the horizon and beats down wet flowers and new born fig leaves. Fresh foliage scrunches under the wind, buds bloom at last and the soil smells of turf and twisted roots. Daisies in the prairie and lily of the valley blossoming on moss fill the air with the perfumes of nature's revival. At last spring has come."," Mint, orange blossom, daisy, fig leaves, clover, grass cutting, lily of the valley, galbanum, musk, vetiver, cedar, moss.",https://static.luckyscent.com/images/products/65216.jpg?width=400&404=product.png, mint
Jardins d'Armide Eau de Parfum,Oriza L. Legrand," Les Jardins d'Armide are a symbol of beauty, lush and beautiful, full of fragrant flowers and the rarest species. The beautiful gardens were long mythical, but the success of the Renaissance myth of Armida gave these imaginary incomparable gardens a new impetus. The Great Century in France did not escape the attraction of myths. There was a genuine passion for symbolism, illusions, and enchantments. Armide, an emblematic seventeenth century witch, was a woman of great beauty who knew the art of seduction. She best embodies the ambivalent powers of charm. She is inextricably tied to these extraordinary gardens, so much so that the term ""Gardens of Armida"" became a reference in fashion during the subsequent centuries. Throughout the seventeenth and eighteenth centuries, the Gardens of Armida are incessantly referred to in music (Lully, Vivaldi, Handel, Haydn, Rossini ...), painting (Poussin, Van Dyck, Tiepolo, Fragonard ...) and literature. This myth began with another one, the myth of Tasso in the sixteenth century. In 1909, the prestigious Maison de Parfums Oriza L. Legrand presentedJardins d'Aramide to its elegant clientele, le tout-Paris, in its prestigious boutique 11 Place de la Madeleine.The perfume is a tribute to the legendary gardens and the women who have symbolized them throughout the ages. The Rose, Queen of Flowers, is at the heart of this enchanting bouquet picked in the Garden of Armida. Iris from Florence, wild violet powder, wisteria and carnations from India, whilst honey, almond and musk bring incomparable strength to this tempting elixir.Bottle comes as a splash with an atomizer spray included in the box."," Rose, orange blossom, iris powder, florentine Iris, wild violet, wisteria, carnation from India, honey, almond, tonka bean, musk.",https://static.luckyscent.com/images/products/65217.jpg?width=400&404=product.png, rose
Roses Vanille Eau de Parfum,Mancera," When we call a fragrancebreathtaking,  do we really mean it? As in,  a sumptuous,  gorgeous,  flowery-creamy-musky indulgence that interrupts our very respiration as we dive greedily back in for a second sniff? With Roses Vanille,  we do. Sweet enough to capture us,  rich enough to keep us and complex enough to seduce us,  Roses Vanille is an absolute standout of the Mancera line and one of the sexiest floral gourmands we've ever smelled. We're still catching our breath."," Lemon, morning dew, rose, cedar, vanilla, sugar, white musk",https://static.luckyscent.com/images/products/64901.jpg?width=400&404=product.png, lemon
South Bay Eau de Toilette,The Different Company," Intensely sparkling, this eau de toilette  unveils a woody architecture behind its fresh head notes. The heart is based on the Grapefruit wood which brings backbone to the perfume. A touch of daim in the bottom notes splendidly underlines the Sandalwood. Sunny, Vibrating, Intense"," Grapefruit, Mandarine Leafs, Tamarine, Grapefruit tree, Eglantine, Freesia, Sandal Wood, Vetiver, Daim",https://static.luckyscent.com/images/products/25336.jpg?width=400&404=product.png, grapefruit
Amber Oud Eau de Parfum,PARFUMS DE NICOLAI," Amber Oud embodies a golden effervescence, a freshness you wouldn't expect from its name.  Debuting with clean spice notes and a bubbly profile, the scent presents a generous herbal bouquet.  Wafts of lavender, thyme, sage, and artemisia  provide a stunning balance to the warm and rich notes lying deep within the scent.  The warmth of amber, vanilla, and patchouli anchors the scent but doesn't disrupt its clean and elegant persona.  Laced with saffron and a dash of cinnamon, Amber Oud is sure to surprise you with its intriguing blend of grace and mystery."," Lavender, Thyme, Sage, Cinnamon, Saffron, Agarwood, Cedar, Patchouli, Sandalwood, Vanilla, Tonka bean, Styrax, Musk, Castoreum, Amber",https://static.luckyscent.com/images/products/31347.jpg?width=400&404=product.png, lavender
Luci Ed Ombre Eau de Parfum,Masque Milano," You walk through a thick wood where only small beams of light can shine through.  The trees are heavy with moss and the soft and spicy scent of earth. Determined blooms of jasmine and tuberose fight for the sparse light that will keep them alive. A shiver runs down your back and you feel the humid breathe of a wolf down your neck.  An uneasiness directs you into a broad meadow where the blinding light makes you sneeze. You overturn a log: damp ground and creatures that haven't seen the sun in years. You no longer know where you are or where you long to be. The dark side is irresistibly fascinating, perhaps stronger than any fears and uneasiness it produces.Luci ed Ombre speaks to chiaroscuro, or the practice of using light and dark in painting for dramatic effect.  These opposites not only cohabit a space but also make one another more powerful.  The scent portrays both an energetic freshness and a dark animalic truth.  Notes of ginger and earthy patchouli balance indolic florals and a wisp of incense. A perfect scent for those seeking something truly mysterious and captivating."," Incense, Ginger, Tuberose, Jasmine, Moss, Cedarwood, Patchouli",https://static.luckyscent.com/images/products/64002.jpg?width=400&404=product.png, incense
Bal d'Afrique Eau de Parfum,BYREDO," Bal d'Afrique is inspired by Paris in the late 1920's, when the city was infatuated with an idiosyncratic and fantastical vision of African culture, music and dance. Paris embraced the fabulous Josephine Baker as its muse and so does this enigmatic and playful scent.  Drawing on the euphoric mix of the avant-garde and exoticism that fueled the artistic life of the city, Jerome Epinette has created a fragrance with the exuberant sensuality of La Baker herself.  A vivacious blast of sunny citrus with just a pinch of spicy marigold makes a suitably dramatic entrance, leading to a brew of green bucchu, sheer and aqueous cyclamen and sweet violet. At center stage is the ever-bewitching vetiver, earthy and spicy, and smoothed with sweet amber and warm musk until it becomes velvety and almost edible. An extra soupÃ§on of growl is provided by cedar wood, but the overall effect is less voracious man-eating tiger and more of a mischievous tiger cub  sweet and adorable, but it still has claws.  Bal d'Afrique is warm and embracing with a purring, cozy quality that has us at its mercy. Be careful, this one is addictive."," Bergamot, lemon, neroli, african marigold, bucchu, violet, jasmin petals, cyclamen, black amber, musk, vetiver, moroccan cedarwood",https://static.luckyscent.com/images/products/64105.jpg?width=400&404=product.png, bergamot
Pulp Eau de Parfum,BYREDO," Pulp is the epitome of ripe fruit, bottled. Imagine that you have just bitten into the juiciest, ripest plum, felt the snap of a crisp apple in your teeth, indulged in a handful of berries ready to explode, all fresh from the fields and orchards, the kiss of the sun still on them. Now put it all in your mouth at the same time and you have the cacophony of fruit that is Pulp. This is grown-up fruit: no sugar-coating, no syrup, just a tiny hint of sweetness to bring out the nuances.  With a whiff of blossom and a touch of bark, you can sense an olfactory arc of how the fruit begins, grows, and ripens. Pulp will make you smile and feel a bit giddy, because there is nothing else quite like it."," Bergamot, cardamom, black currant, fig, red apple, tiara, cedar wood, praline, peach flower",https://static.luckyscent.com/images/products/64101.jpg?width=400&404=product.png, bergamot
Gypsy Water Eau de Parfum,BYREDO," This entrancing shape-shifter is one of the most popular fragrances in the Byredo line, and we can understand why. The opening is crisp and outdoorsy  strong, vibrant citrus, cool juniper and sharp pine needles. Floating incense and the sweet earthiness of orris help to set the scene: camping under an inky deep blue sky studded with brilliant stars, surrounded by pine trees, with a hint of smoke cutting through the chilly night air. As this wears on the skin, warm elements begin to flicker beneath the cool and sharp ones like the glowing embers of a campfire  golden amber, creamy vanilla and luscious sandalwood. A warm, soft, dreamy skin scent emerges, still with lovely cool traces of juniper, lemon and incense wafting over the top.  This has all the soft, amber coziness of a beloved cashmere sweater last worn to a bonfire on the winter solstice, with traces of smoke and pine and night air in its threads. It is the danger of a long wild night remembered from a warm and safe place. Richly evocative and absolutely gorgeous."," Bergamot, lemon, pepper, juniper berries, incense, pine needles, orris, amber, vanilla, sandalwood",https://static.luckyscent.com/images/products/64103.jpg?width=400&404=product.png, bergamot
Rose Noir Eau de Parfum,BYREDO," Some roses are best smelled in the dark. Rose Noir takes the innocence of a fresh Damascene rose and tramples it underfoot.  The romance of the bed strewn with rose petals intensifies as the petals mingle with the decadent fragrances of sensuality.  You can languish in that aroma, made peppery by freesia, and darkened with earthy cistus, green moss, and animalic musk. Rose Noir is a contemporary rose, dirtied up and served with a nice dollop of sensuality."," Grapefruit, freesia, rose damascena, cistus, moss, musk",https://static.luckyscent.com/images/products/64104.jpg?width=400&404=product.png, grapefruit
Sunday Cologne Eau de Parfum,BYREDO," In the 18th century, the Italian perfume maker of the original Eau de Cologne, Giovanni Maria Farina, wrote to his brother that,I have found a fragrance that reminds me of an Italian spring morning, of mountain daffodils and orange blossoms after the rain.The essential qualities of eau de cologne, the lightest of all the perfume categories, with their fresh and casually elegant mix of citrus, floral, and herb oils, have remained intact throughout the centuries. This basic DNA of eau de cologne remains in Byredo's Sunday Cologne,  but with added body and depth, warmth and diffusion. Star anise and cardamom add a touch of olfactory heat and sweetness to Sunday Cologne. Meanwhile, incense adds a spicy bite; patchouli displays a rough, camphorous glow; moss and vetiver harmonize to add a touch of earthiness. Sunday Cologne perfectly balances crispness with warmth, convention with edge."," Bergamot, star anise, cardamom, geranium, incense, lavender, vetiver, moss, patchouli",https://static.luckyscent.com/images/products/64107.jpg?width=400&404=product.png, bergamot
Nuit Andalouse Eau de Parfum,Parfums MDCI," A dreamy white floral centered around gardenia, the queen of tropical flowers. Nuit Andalouse opens with a sweet, delicate violet that perfectly sets the stage for the euphoric gardenia ahead, like a flower girl dropping petals before the radiant bride steps down the aisle. A sparkling orange note appears, clear and bell-like, which then blends with heady orange blossom, soft creamy vanilla and the luminous gardenia to create a fragrance with the luscious, but airy, quality of a mousse or semifreddo   smooth and delicious, but never too heavy or rich. Created by CÃ©cile Zarokian, this lovely scent pulls off the difficult feat of balancing elegance and charm. It is as exquisitely feminine as the rustle of silk skirts and as light-hearted as a kiss blown in the wind. Rose and ylang ylang contribute to the lushness of the flowers and sensuous sandalwood and musk add cozy warmth. All of these elements are but supporting players to the gardenia, however  doing whatever is necessary to show off our sweet and glowing diva to her best effect. Romantic and lovely."," Orange, green notes, violet, gardenia, ylang ylang, rose, vanilla, sandalwood, musk, salicylates",https://static.luckyscent.com/images/products/36516.jpg?width=400&404=product.png, orange
Eight and Bob Eau de Parfum,Eight and Bob," When American student John F. Kennedy met Parisian aristocrat Albert Fouquet on the Cotes d'Azur in the 1930s, not only was he charmed by the man, he was also intrigued by his hand-crafted scent. Upon his return to the US, JFK made a quirky request for eight samples and if your production allows, another one for Bob.EIGHT & BOB, as the cologne came to be known, was a hit with the Hollywood elite, but it would languish for decades after Albert's tragic death in a car crash. WWII forced Fouquet's loyal butler Philippe the only other person who knew the cologne's formula to hide his final shipment of bottles inside books that he carefully cut by hand.But EIGHT & BOB has returned. Based on its original formula, this bright, elegant cologne with the rareAndrea plant extract from the Andes. The Andrea species is a wild plant in short supply due to the altitude and limited area in which it grows, and can only be picked during the months of December and January. The plants gathered undergo a very exacting selection process in which only seven percent are chosen. This process ends between March and April and only then is it known how many units of EIGHT & BOB can be bottled for the year.A fragrance with a history, EIGHT & BOB is a true perfume event. The bottle is hidden in a book, just as it was long ago."," Citrus, spice accord, violet, iris, cedar, sandalwood, gaiac, ambergris",https://static.luckyscent.com/images/products/63901.jpg?width=400&404=product.png, citrus
Cuir Garamante Eau de Parfum,Parfums MDCI," Leather can be many things  stern military boots, a worn-in saddle, a comfy chair. Cuir Garamante is a leather jacket  thick but supple  worn by a mysterious man who travels the world for reasons he keeps to himself. Journalist? Jewel thief? Spy? This is a jacket that has been to spice bazaars and state dinners and secret parties. It has snuck into palaces and jumped out of planes and hidden in opium dens. The opening has a tantalizing spiciness swirled with a swoony, boozy sweetness. Rich saffron, delicious nutmeg and sultry rose pave the way for the luxurious leather that is the central player. Although this leather does have the creamy aspect we love, it also has simmering animalic sensuality. It's a little bit rough, a little bit dirty and deeply sexy. Oud-like incense and sharp papyrus heighten the edgier qualities, while vanilla and sandalwood add a luscious warmth and smoothness. Weaving in and out is labdanum  smoky, sweetly resinous and mesmerizing. Addictive and fiendishly attractive  this is an outstanding interpretation of leather, one of our favorite notes."," Pink pepper, nutmeg, saffron, rose, oud accord, papyrus, leather, vanilla, labdanum, incense, sandalwood",https://static.luckyscent.com/images/products/36514.jpg?width=400&404=product.png, pink pepper
Black Eau de Toilette,Comme des Garcons: PLAY," What's black? Pepper, lapsang souchong tea, birch tar... even tree moss can bring a lacquered black vibe to a scent. Black Play leans towards the fougÃ¨re, but with an intriguing, salty twist that can almost be tasted, and a metallic, rosy undercurrent.  A very light powdery effect conjured by the tree moss and violet turns these dusky accords into the deep matte velvet of a black swallowtail wing. A little more on the masculine side, but then, women have been known to dabble."," Black pepper, pepperwood, red pepper, violet, thyme, black tea, birch tar, incense, tree moss",https://static.luckyscent.com/images/products/58100.jpg?width=400&404=product.png, black pepper
Oud Wood Eau de Parfum,TOM FORD Private Blend," It was Tom Ford who pioneered the oud note in contemporary Western perfumery way back in 2002 during his tenure as the artistic director of Yves Saint Laurent, with the groundbreaking M7. In 2007, he was still one of the few to showcase it in his own Private Blends. Today, not only has Oud Wood become one of the brand's classics, but it has spawned the brand-newOud Collection, built around the original's core accord of oud, sandalwood and patchouli.Oud Wood's packaging may have changed, but fear not: you'll find the same powerful blend of cool spices and smoky woods, softened with a hint of vanilla and tonka bean. The daunting, medicinal and overly animalic facets of oud are toned down, translating the precious agarwood into a darkly elegant element of the perfumer's palette rather than a full-on French-Arabian extravaganza. As chic, urbane and sharply-cut as Mr. Ford's James Bond suits in Skyfall. And just as much of a sexy beast as Daniel Craig."," Oud, Chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood Atlas, vanilla, tonka bean Click Here For Ingredients ÃClose Oud Wood by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63522.jpg?width=400&404=product.png, oud
Tobacco Oud Eau de Parfum,TOM FORD Private Blend," It was Tom Ford who pioneered the oud note in contemporary Western perfumery way back in 2002 during his tenure as the artistic director of Yves Saint Laurent, with the groundbreaking M7. In 2007, he was still one of the few to showcase it in his own Private Blends with Oud Wood.Along with the latter and Oud Fleur, Tobacco Oud is part of the brand-newOud Collection.  And in case you were wondering, any resemblance with Tobacco Vanille  a firm favorite in the Private Blends  is most emphatically not coincidental, since Tobacco Oud was composed by the very same perfumer, Olivier Gillotin. Here, the vanilla is ousted by  obviously  oud. The tobacco accord is less of a mellow pipe tobacco though it retains the delectable almondy inflection of tonka. Instead, it was inspired bydokha, a traditionalblend of herbs, flowers and spice-laden tobacco. And a heady blend it is, matching the fragrant smokes of oud resin and aromatic tobacco, with none of the side effects...If you've been hankering for a darker, sultrier, woodier version of Tobacco Vanille, or like to tame your oud with a touch of sweetness, a whiff of this might turn your head: it's one of Mr. Ford's most addictive offerings to date."," Oud, tobacco dust absolute, coriander, cistus, labdanum, cedarwood, patchouli, sandalwood, roasted organic tonka bean, castoreum Click Here For Ingredients ÃClose Tobacco Oud by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63527.jpg?width=400&404=product.png, oud
Fate Man Eau de Parfum,Amouage," In the final creation that expresses the end of the first cycle of the Amouage narrative,Fate for man and woman explores the uncertainty of the future and the universal principal by which the order of things is inescapably prescribed. The immutable fragrances are presented in Amouage's iconic clear glass-crystal bottles with a rainbow undertone with gold plated caps accented with an aurora borealis inspired Swarovski crystal.Fate Man is one of those rare perfumes where you just have to try it to understand it. It begins with an opening salvo of absinthe and herbs through a heart of immortelle swathed in the most luxurious frankincense. The wheel of fortune that is Fate Man ends up on cedar and licorice to bring this stunning perfume to a close. Despite being labeled as masculine, Fate Man is a true shared fragrance and if you are a fan of Amouage-- this is a must try. Fate Man is as ever-changing as the swirling colors on the rainbow coated flacon; the experience is slightly altered every time you wear it."," Mandarin, saffron, absinth, ginger, cumin, everlasting flower, rose, frankincense, lavandin, cistus, copahu, labdanum, cedarwood, liquorice, tonka bean, sandalwood, musk",https://static.luckyscent.com/images/products/41847.jpg?width=400&404=product.png, mandarin
